userId,movieId,rating,title,genres
26,1,5,ToyStory(1995),Adventure|Animation|Children|Comedy|Fantasy
26,2542,5,LockStock&TwoSmokingBarrels(1998),Comedy|Crime|Thriller
26,2571,5,MatrixThe(1999),Action|Sci-Fi|Thriller
26,4011,5,Snatch(2000),Comedy|Crime|Thriller
26,6016,5,CityofGod(CidadedeDeus)(2002),Action|Adventure|Crime|Drama|Thriller
26,8798,5,Collateral(2004),Action|Crime|Drama|Thriller
26,27831,5,LayerCake(2004),Crime|Drama|Thriller
26,44191,5,VforVendetta(2006),Action|Sci-Fi|Thriller|IMAX
26,44195,5,ThankYouforSmoking(2006),Comedy|Drama
26,50872,5,Ratatouille(2007),Animation|Children|Drama
26,54286,5,BourneUltimatumThe(2007),Action|Crime|Thriller
26,58559,5,DarkKnightThe(2008),Action|Crime|Drama|IMAX
26,59369,5,Taken(2008),Action|Crime|Drama|Thriller
26,59784,5,KungFuPanda(2008),Action|Animation|Children|Comedy|IMAX
26,60684,5,Watchmen(2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
26,65514,5,IpMan(2008),Action|Drama|War
26,32,4.5,TwelveMonkeys(a.k.a.12Monkeys)(1995),Mystery|Sci-Fi|Thriller
26,47,4.5,Seven(a.k.a.Se7en)(1995),Mystery|Thriller
26,50,4.5,UsualSuspectsThe(1995),Crime|Mystery|Thriller
26,69,4.5,Friday(1995),Comedy
26,356,4.5,ForrestGump(1994),Comedy|Drama|Romance|War
26,778,4.5,Trainspotting(1996),Comedy|Crime|Drama
26,2692,4.5,RunLolaRun(Lolarennt)(1998),Action|Crime
26,3114,4.5,ToyStory2(1999),Adventure|Animation|Children|Comedy|Fantasy
26,4865,4.5,FromHell(2001),Crime|Horror|Mystery|Thriller
26,6874,4.5,KillBill:Vol.1(2003),Action|Crime|Thriller
26,7445,4.5,ManonFire(2004),Action|Crime|Drama|Mystery|Thriller
26,38061,4.5,KissKissBangBang(2005),Comedy|Crime|Mystery|Thriller
26,44199,4.5,InsideMan(2006),Crime|Drama|Thriller
26,47610,4.5,IllusionistThe(2006),Drama|Fantasy|Mystery|Romance
26,48516,4.5,DepartedThe(2006),Crime|Drama|Thriller
26,48780,4.5,PrestigeThe(2006),Drama|Mystery|Sci-Fi|Thriller
26,53129,4.5,Mr.Brooks(2007),Crime|Drama|Thriller
26,62849,4.5,RocknRolla(2008),Action|Crime
26,73587,4.5,SoulKitchen(2009),Comedy
26,92259,4.5,Intouchables(2011),Comedy|Drama
26,318,4,ShawshankRedemptionThe(1994),Crime|Drama
26,589,4,Terminator2:JudgmentDay(1991),Action|Sci-Fi
26,858,4,GodfatherThe(1972),Crime|Drama
26,1198,4,RaidersoftheLostArk(IndianaJonesandtheRaidersoftheLostArk)(1981),Action|Adventure
26,1527,4,FifthElementThe(1997),Action|Adventure|Comedy|Sci-Fi
26,1732,4,BigLebowskiThe(1998),Comedy|Crime
26,1884,4,FearandLoathinginLasVegas(1998),Adventure|Comedy|Drama
26,2329,4,AmericanHistoryX(1998),Crime|Drama
26,2355,4,Bug'sLifeA(1998),Adventure|Animation|Children|Comedy
26,2858,4,AmericanBeauty(1999),Drama|Romance
26,2959,4,FightClub(1999),Action|Crime|Drama|Thriller
26,3275,4,BoondockSaintsThe(2000),Action|Crime|Drama|Thriller
26,3744,4,Shaft(2000),Action|Crime|Thriller
26,4019,4,FindingForrester(2000),Drama
26,4226,4,Memento(2000),Mystery|Thriller
26,4306,4,Shrek(2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
26,4776,4,TrainingDay(2001),Crime|Drama|Thriller
26,4979,4,RoyalTenenbaumsThe(2001),Comedy|Drama
26,5110,4,SuperTroopers(2001),Comedy|Crime|Mystery
26,5218,4,IceAge(2002),Adventure|Animation|Children|Comedy
26,5418,4,BourneIdentityThe(2002),Action|Mystery|Thriller
26,5608,4,DasExperiment(ExperimentThe)(2001),Drama|Thriller
26,5952,4,LordoftheRings:TheTwoTowersThe(2002),Adventure|Fantasy
26,6867,4,StationAgentThe(2003),Comedy|Drama
26,7323,4,GoodbyeLenin!(2003),Comedy|Drama
26,8665,4,BourneSupremacyThe(2004),Action|Crime|Thriller
26,8961,4,IncrediblesThe(2004),Action|Adventure|Animation|Children|Comedy
26,31878,4,KungFuHustle(Gongfu)(2004),Action|Comedy
26,32587,4,SinCity(2005),Action|Crime|Film-Noir|Mystery|Thriller
26,33794,4,BatmanBegins(2005),Action|Crime|IMAX
26,36529,4,LordofWar(2005),Action|Crime|Drama|Thriller|War
26,41997,4,Munich(2005),Action|Crime|Drama|Thriller
26,46976,4,StrangerthanFiction(2006),Comedy|Drama|Fantasy|Romance
26,49272,4,CasinoRoyale(2006),Action|Adventure|Thriller
26,49530,4,BloodDiamond(2006),Action|Adventure|Crime|Drama|Thriller|War
26,51662,4,300(2007),Action|Fantasy|War|IMAX
26,52604,4,Fracture(2007),Crime|Drama|Mystery|Thriller
26,52952,4,ThisIsEngland(2006),Drama
26,55247,4,IntotheWild(2007),Action|Adventure|Drama
26,82459,4,TrueGrit(2010),Western
26,153,3.5,BatmanForever(1995),Action|Adventure|Comedy|Crime
26,296,3.5,PulpFiction(1994),Comedy|Crime|Drama|Thriller
26,457,3.5,FugitiveThe(1993),Thriller
26,555,3.5,TrueRomance(1993),Crime|Thriller
26,593,3.5,SilenceoftheLambsThe(1991),Crime|Horror|Thriller
26,608,3.5,Fargo(1996),Comedy|Crime|Drama|Thriller
26,780,3.5,IndependenceDay(a.k.a.ID4)(1996),Action|Adventure|Sci-Fi|Thriller
26,1036,3.5,DieHard(1988),Action|Crime|Thriller
26,1089,3.5,ReservoirDogs(1992),Crime|Mystery|Thriller
26,1196,3.5,StarWars:EpisodeV-TheEmpireStrikesBack(1980),Action|Adventure|Sci-Fi
26,1210,3.5,StarWars:EpisodeVI-ReturnoftheJedi(1983),Action|Adventure|Sci-Fi
26,1580,3.5,MeninBlack(a.k.a.MIB)(1997),Action|Comedy|Sci-Fi
26,1653,3.5,Gattaca(1997),Drama|Sci-Fi|Thriller
26,1687,3.5,JackalThe(1997),Action|Thriller
26,4161,3.5,MexicanThe(2001),Action|Comedy
26,4973,3.5,Amelie(Fabuleuxdestind'AmÃ©liePoulainLe)(2001),Comedy|Romance
26,5010,3.5,BlackHawkDown(2001),Action|Drama|War
26,6708,3.5,MatchstickMen(2003),Comedy|Crime|Drama
26,7361,3.5,EternalSunshineoftheSpotlessMind(2004),Drama|Romance|Sci-Fi
26,7438,3.5,KillBill:Vol.2(2004),Action|Drama|Thriller
26,37741,3.5,Capote(2005),Crime|Drama
26,44665,3.5,LuckyNumberSlevin(2006),Crime|Drama|Mystery
26,50851,3.5,CocaineCowboys(2006),Documentary
26,51255,3.5,HotFuzz(2007),Action|Comedy|Crime|Mystery
26,55276,3.5,MichaelClayton(2007),Drama|Thriller
26,55280,3.5,LarsandtheRealGirl(2007),Comedy|Drama
26,56782,3.5,ThereWillBeBlood(2007),Drama|Western
26,57669,3.5,InBruges(2008),Comedy|Crime|Drama|Thriller
26,59315,3.5,IronMan(2008),Action|Adventure|Sci-Fi
26,61323,3.5,BurnAfterReading(2008),Comedy|Crime|Drama
26,67997,3.5,IntheLoop(2009),Comedy
26,68157,3.5,InglouriousBasterds(2009),Action|Drama|War
26,68954,3.5,Up(2009),Adventure|Animation|Children|Drama
26,69122,3.5,HangoverThe(2009),Comedy|Crime
26,72998,3.5,Avatar(2009),Action|Adventure|Sci-Fi|IMAX
26,73017,3.5,SherlockHolmes(2009),Action|Crime|Mystery|Thriller
26,79132,3.5,Inception(2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
26,91542,3.5,SherlockHolmes:AGameofShadows(2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
29,778,5,Trainspotting(1996),Comedy|Crime|Drama
29,2571,5,MatrixThe(1999),Action|Sci-Fi|Thriller
29,6502,5,28DaysLater(2002),Action|Horror|Sci-Fi
29,58559,5,DarkKnightThe(2008),Action|Crime|Drama|IMAX
29,51662,4.5,300(2007),Action|Fantasy|War|IMAX
29,3720,4,Sunshine(1999),Drama
29,27822,4,OpenWater(2003),Drama|Thriller
29,2459,3.5,TexasChainsawMassacreThe(1974),Horror
29,1717,3,Scream2(1997),Comedy|Horror|Mystery|Thriller
29,2513,3,PetSematary(1989),Horror
29,2713,3,LakePlacid(1999),Horror|Thriller
29,73268,3,Daybreakers(2010),Action|Drama|Horror|Thriller
29,2717,2.5,GhostbustersII(1989),Comedy|Fantasy|Sci-Fi
29,6365,2.5,MatrixReloadedThe(2003),Action|Adventure|Sci-Fi|Thriller|IMAX
29,6934,2.5,MatrixRevolutionsThe(2003),Action|Adventure|Sci-Fi|Thriller|IMAX
474,595,5,BeautyandtheBeast(1991),Animation|Children|Fantasy|Musical|Romance|IMAX
474,858,5,GodfatherThe(1972),Crime|Drama
474,898,5,PhiladelphiaStoryThe(1940),Comedy|Drama|Romance
474,899,5,Singin'intheRain(1952),Comedy|Musical|Romance
474,1197,5,PrincessBrideThe(1987),Action|Adventure|Comedy|Fantasy|Romance
474,1221,5,Godfather:PartIIThe(1974),Crime|Drama
474,1238,5,LocalHero(1983),Comedy
474,1288,5,ThisIsSpinalTap(1984),Comedy
474,1947,5,WestSideStory(1961),Drama|Musical|Romance
474,2019,5,SevenSamurai(Shichininnosamurai)(1954),Action|Adventure|Drama
474,2070,5,TenderMercies(1983),Drama|Romance|Western
474,260,4,StarWars:EpisodeIV-ANewHope(1977),Action|Adventure|Sci-Fi
474,316,4,Stargate(1994),Action|Adventure|Sci-Fi
474,480,4,JurassicPark(1993),Action|Adventure|Sci-Fi|Thriller
474,909,4,ApartmentThe(1960),Comedy|Drama|Romance
474,919,4,WizardofOzThe(1939),Adventure|Children|Fantasy|Musical
474,951,4,HisGirlFriday(1940),Comedy|Romance
474,1198,4,RaidersoftheLostArk(IndianaJonesandtheRaidersoftheLostArk)(1981),Action|Adventure
474,1214,4,Alien(1979),Horror|Sci-Fi
474,1219,4,Psycho(1960),Crime|Horror
474,1244,4,Manhattan(1979),Comedy|Drama|Romance
474,1282,4,Fantasia(1940),Animation|Children|Fantasy|Musical
474,1304,4,ButchCassidyandtheSundanceKid(1969),Action|Western
474,1387,4,Jaws(1975),Action|Horror
474,1466,4,DonnieBrasco(1997),Crime|Drama
474,1903,4,HavPlenty(1997),Comedy
474,2160,4,Rosemary'sBaby(1968),Drama|Horror|Thriller
474,2300,4,ProducersThe(1968),Comedy
474,2303,4,Nashville(1975),Drama|Musical
474,3104,4,MidnightRun(1988),Action|Comedy|Crime|Thriller
474,3545,4,Cabaret(1972),Drama|Musical
474,3578,4,Gladiator(2000),Action|Adventure|Drama
474,4008,4,BornontheFourthofJuly(1989),Drama|War
65,858,5,GodfatherThe(1972),Crime|Drama
65,909,5,ApartmentThe(1960),Comedy|Drama|Romance
65,1077,5,Sleeper(1973),Comedy|Sci-Fi
65,1078,5,Bananas(1971),Comedy|War
65,1084,5,BonnieandClyde(1967),Crime|Drama
65,1230,5,AnnieHall(1977),Comedy|Romance
65,1278,5,YoungFrankenstein(1974),Comedy|Fantasy
65,1292,5,BeingThere(1979),Comedy|Drama
65,1299,5,KillingFieldsThe(1984),Drama|War
65,2064,5,Roger&Me(1989),Documentary
65,2863,5,HardDay'sNightA(1964),Adventure|Comedy|Musical
65,2971,5,AllThatJazz(1979),Drama|Fantasy|Musical
65,5060,5,M*A*S*H(a.k.a.MASH)(1970),Comedy|Drama|War
65,260,4,StarWars:EpisodeIV-ANewHope(1977),Action|Adventure|Sci-Fi
65,924,4,2001:ASpaceOdyssey(1968),Adventure|Drama|Sci-Fi
65,1221,4,Godfather:PartIIThe(1974),Crime|Drama
65,1256,4,DuckSoup(1933),Comedy|Musical|War
65,1304,4,ButchCassidyandtheSundanceKid(1969),Action|Western
65,1952,4,MidnightCowboy(1969),Drama
65,2289,4,PlayerThe(1992),Comedy|Crime|Drama
65,2871,4,Deliverance(1972),Adventure|Drama|Thriller
191,296,5,PulpFiction(1994),Comedy|Crime|Drama|Thriller
191,318,5,ShawshankRedemptionThe(1994),Crime|Drama
191,150,4,Apollo13(1995),Adventure|Drama|IMAX
191,161,4,CrimsonTide(1995),Drama|Thriller|War
191,300,4,QuizShow(1994),Drama
191,339,4,WhileYouWereSleeping(1995),Comedy|Romance
191,356,4,ForrestGump(1994),Comedy|Drama|Romance|War
191,457,4,FugitiveThe(1993),Thriller
191,590,4,DanceswithWolves(1990),Adventure|Drama|Western
191,593,4,SilenceoftheLambsThe(1991),Crime|Horror|Thriller
191,47,3,Seven(a.k.a.Se7en)(1995),Mystery|Thriller
191,110,3,Braveheart(1995),Action|Drama|War
191,165,3,DieHard:WithaVengeance(1995),Action|Crime|Thriller
191,185,3,NetThe(1995),Action|Crime|Thriller
191,208,3,Waterworld(1995),Action|Adventure|Sci-Fi
191,349,3,ClearandPresentDanger(1994),Action|Crime|Drama|Thriller
191,380,3,TrueLies(1994),Action|Adventure|Comedy|Romance|Thriller
191,454,3,FirmThe(1993),Drama|Thriller
191,480,3,JurassicPark(1993),Action|Adventure|Sci-Fi|Thriller
418,480,5,JurassicPark(1993),Action|Adventure|Sci-Fi|Thriller
418,597,5,PrettyWoman(1990),Comedy|Romance
418,1088,5,DirtyDancing(1987),Drama|Musical|Romance
418,2572,5,10ThingsIHateAboutYou(1999),Comedy|Romance
418,2687,5,Tarzan(1999),Adventure|Animation|Children|Drama
418,3717,5,Gonein60Seconds(2000),Action|Crime
418,3825,5,CoyoteUgly(2000),Comedy|Drama|Romance
418,4369,5,FastandtheFuriousThe(2001),Action|Crime|Thriller
418,4896,5,HarryPotterandtheSorcerer'sStone(a.k.a.HarryPotterandthePhilosopher'sStone)(2001),Adventure|Children|Fantasy
418,4993,5,LordoftheRings:TheFellowshipoftheRingThe(2001),Adventure|Fantasy
418,5218,5,IceAge(2002),Adventure|Animation|Children|Comedy
418,5414,5,BadCompany(2002),Action|Comedy|Crime
418,5444,5,Lilo&Stitch(2002),Adventure|Animation|Children|Sci-Fi
418,6377,5,FindingNemo(2003),Adventure|Animation|Children|Comedy
418,6942,5,LoveActually(2003),Comedy|Drama|Romance
418,7153,5,LordoftheRings:TheReturnoftheKingThe(2003),Action|Adventure|Drama|Fantasy
418,8529,5,TerminalThe(2004),Comedy|Drama|Romance
418,31903,5,Zelary(2003),Drama|Romance
418,339,4.5,WhileYouWereSleeping(1995),Comedy|Romance
418,356,4.5,ForrestGump(1994),Comedy|Drama|Romance|War
418,364,4.5,LionKingThe(1994),Adventure|Animation|Children|Drama|Musical|IMAX
418,780,4.5,IndependenceDay(a.k.a.ID4)(1996),Action|Adventure|Sci-Fi|Thriller
418,1721,4.5,Titanic(1997),Drama|Romance
418,2324,4.5,LifeIsBeautiful(LaVitaÃ¨bella)(1997),Comedy|Drama|Romance|War
418,3452,4.5,RomeoMustDie(2000),Action|Crime|Romance|Thriller
418,3578,4.5,Gladiator(2000),Action|Adventure|Drama
418,4963,4.5,Ocean'sEleven(2001),Crime|Thriller
418,4995,4.5,BeautifulMindA(2001),Drama|Romance
418,5387,4.5,Enough(2002),Drama|Thriller
418,5816,4.5,HarryPotterandtheChamberofSecrets(2002),Adventure|Fantasy
418,5952,4.5,LordoftheRings:TheTwoTowersThe(2002),Adventure|Fantasy
418,7149,4.5,Something'sGottaGive(2003),Comedy|Drama|Romance
418,8361,4.5,DayAfterTomorrowThe(2004),Action|Adventure|Drama|Sci-Fi|Thriller
418,8368,4.5,HarryPotterandthePrisonerofAzkaban(2004),Adventure|Fantasy|IMAX
418,8907,4.5,SharkTale(2004),Animation|Children|Comedy
418,8972,4.5,NationalTreasure(2004),Action|Adventure|Drama|Mystery|Thriller
418,31427,4.5,HideandSeek(2005),Horror|Mystery|Thriller
418,40815,4.5,HarryPotterandtheGobletofFire(2005),Adventure|Fantasy|Thriller|IMAX
418,44022,4.5,IceAge2:TheMeltdown(2006),Adventure|Animation|Children|Comedy
418,45447,4.5,DaVinciCodeThe(2006),Drama|Mystery|Thriller
418,150,4,Apollo13(1995),Adventure|Drama|IMAX
418,158,4,Casper(1995),Adventure|Children
418,380,4,TrueLies(1994),Action|Adventure|Comedy|Romance|Thriller
418,586,4,HomeAlone(1990),Children|Comedy
418,733,4,RockThe(1996),Action|Adventure|Thriller
418,736,4,Twister(1996),Action|Adventure|Romance|Thriller
418,805,4,TimetoKillA(1996),Drama|Thriller
418,1580,4,MeninBlack(a.k.a.MIB)(1997),Action|Comedy|Sci-Fi
418,1688,4,Anastasia(1997),Adventure|Animation|Children|Drama|Musical
418,1835,4,CityofAngels(1998),Drama|Fantasy|Romance
418,2571,4,MatrixThe(1999),Action|Sci-Fi|Thriller
418,2617,4,MummyThe(1999),Action|Adventure|Comedy|Fantasy|Horror|Thriller
418,2706,4,AmericanPie(1999),Comedy|Romance
418,3408,4,ErinBrockovich(2000),Drama
418,4310,4,PearlHarbor(2001),Action|Drama|Romance|War
418,4638,4,JurassicParkIII(2001),Action|Adventure|Sci-Fi|Thriller
418,4639,4,America'sSweethearts(2001),Comedy|Romance
418,4887,4,OneThe(2001),Action|Sci-Fi|Thriller
418,5628,4,Wasabi(2001),Action|Comedy|Crime|Drama|Thriller
418,6218,4,BendItLikeBeckham(2002),Comedy|Drama|Romance
418,6595,4,S.W.A.T.(2003),Action|Thriller
418,7154,4,MonaLisaSmile(2003),Drama|Romance
418,7293,4,50FirstDates(2004),Comedy|Romance
418,8916,4,ShallWeDance?(2004),Comedy|Romance
418,8961,4,IncrediblesThe(2004),Action|Adventure|Animation|Children|Comedy
418,8984,4,Ocean'sTwelve(2004),Action|Comedy|Crime|Thriller
418,30822,4,InGoodCompany(2004),Comedy|Drama
418,33145,4,LotLikeLoveA(2005),Comedy|Drama|Romance
418,33679,4,Mr.&Mrs.Smith(2005),Action|Adventure|Comedy|Romance
418,33794,4,BatmanBegins(2005),Action|Crime|IMAX
418,34162,4,WeddingCrashers(2005),Comedy|Romance
418,35957,4,RedEye(2005),Horror|Thriller
418,37727,4,Flightplan(2005),Action|Drama|Thriller
418,40614,4,Derailed(2005),Drama|Thriller
418,1,3.5,ToyStory(1995),Adventure|Animation|Children|Comedy|Fantasy
418,47,3.5,Seven(a.k.a.Se7en)(1995),Mystery|Thriller
418,95,3.5,BrokenArrow(1996),Action|Adventure|Thriller
418,350,3.5,ClientThe(1994),Drama|Mystery|Thriller
418,357,3.5,FourWeddingsandaFuneral(1994),Comedy|Romance
418,434,3.5,Cliffhanger(1993),Action|Adventure|Thriller
418,589,3.5,Terminator2:JudgmentDay(1991),Action|Sci-Fi
418,590,3.5,DanceswithWolves(1990),Adventure|Drama|Western
418,648,3.5,Mission:Impossible(1996),Action|Adventure|Mystery|Thriller
418,783,3.5,HunchbackofNotreDameThe(1996),Animation|Children|Drama|Musical|Romance
418,1380,3.5,Grease(1978),Comedy|Musical|Romance
418,1407,3.5,Scream(1996),Comedy|Horror|Mystery|Thriller
418,1446,3.5,Kolya(Kolja)(1996),Comedy|Drama
418,1527,3.5,FifthElementThe(1997),Action|Adventure|Comedy|Sci-Fi
418,1645,3.5,TheDevil'sAdvocate(1997),Drama|Mystery|Thriller
418,1704,3.5,GoodWillHunting(1997),Drama|Romance
418,1882,3.5,Godzilla(1998),Action|Sci-Fi|Thriller
418,1961,3.5,RainMan(1988),Drama
418,2080,3.5,LadyandtheTramp(1955),Animation|Children|Comedy|Romance
418,2167,3.5,Blade(1998),Action|Horror|Thriller
418,2471,3.5,CrocodileDundeeII(1988),Action|Adventure|Comedy
418,2762,3.5,SixthSenseThe(1999),Drama|Horror|Mystery
418,3155,3.5,AnnaandtheKing(1999),Drama|Romance
418,3999,3.5,VerticalLimit(2000),Action|Adventure
418,4018,3.5,WhatWomenWant(2000),Comedy|Romance
418,4054,3.5,SavetheLastDance(2001),Drama|Romance
418,4069,3.5,WeddingPlannerThe(2001),Comedy|Romance
418,4085,3.5,BeverlyHillsCop(1984),Action|Comedy|Crime|Drama
418,4254,3.5,CrocodileDundeeinLosAngeles(2001),Comedy|Drama
418,4270,3.5,MummyReturnsThe(2001),Action|Adventure|Comedy|Thriller
418,4306,3.5,Shrek(2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
418,4347,3.5,DividedWeFall(MusÃ­mesipomÃ¡hat)(2000),Comedy|Drama
418,4367,3.5,LaraCroft:TombRaider(2001),Action|Adventure
418,4901,3.5,SpyGame(2001),Action|Crime|Drama|Thriller
418,5445,3.5,MinorityReport(2002),Action|Crime|Mystery|Sci-Fi|Thriller
418,5459,3.5,MeninBlackII(a.k.a.MIIB)(a.k.a.MIB2)(2002),Action|Comedy|Sci-Fi
418,5507,3.5,xXx(2002),Action|Crime|Thriller
418,5872,3.5,DieAnotherDay(2002),Action|Adventure|Thriller
418,6365,3.5,MatrixReloadedThe(2003),Action|Adventure|Sci-Fi|Thriller|IMAX
418,6539,3.5,PiratesoftheCaribbean:TheCurseoftheBlackPearl(2003),Action|Adventure|Comedy|Fantasy
418,6934,3.5,MatrixRevolutionsThe(2003),Action|Adventure|Sci-Fi|Thriller|IMAX
418,6952,3.5,Gothika(2003),Horror|Thriller
418,7325,3.5,Starsky&Hutch(2004),Action|Comedy|Crime|Thriller
